recency,history,mens,womens,newbie,zip_code,channel,segment,treatment,visit,conversion,spend,uplift_score,p_t,p_c,uplift_segment
7,168.68,1,0,0,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.012801856,0.20289049,0.21569234,Lost Causes
11,144.94,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,-0.018308833,0.04483135,0.06314018,Lost Causes
4,33.46,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.07572885,0.19265684,0.116928,Sure Things
1,58.26,0,1,1,Rural,Web,Womens E-Mail,1,1,0,0.0,0.14670737,0.29259938,0.14589201,Persuadables
4,29.99,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.006718427,0.07531212,0.068593696,Needs Attention
9,43.09,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.106232435,0.12958409,0.023351654,Persuadables
11,29.99,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.011014409,0.057356335,0.046341926,Needs Attention
4,407.52,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.05823572,0.19317088,0.13493516,Sure Things
11,63.07,1,0,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,-0.040958844,0.09507213,0.13603097,Lost Causes
2,152.96,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.0271319,0.11922923,0.09209733,Needs Attention
9,29.99,1,0,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.02914948,0.13356654,0.10441706,Needs Attention
6,29.99,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.016426682,0.17231707,0.15589039,Needs Attention
10,228.92,1,0,0,Rural,Phone,Womens E-Mail,1,1,0,0.0,0.14172356,0.27006012,0.12833656,Persuadables
12,499.36,1,0,0,Rural,Web,No E-Mail,0,1,0,0.0,0.18100978,0.29502636,0.11401658,Persuadables
2,29.99,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,-0.019187465,0.12913783,0.1483253,Lost Causes
3,292.4,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.0019672588,0.09750783,0.099475086,Lost Causes
3,140.27,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.009325929,0.12780076,0.11847483,Needs Attention
12,74.97,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.14270684,0.2204121,0.077705264,Persuadables
7,36.42,1,0,1,Urban,Web,Womens E-Mail,1,1,0,0.0,0.017359778,0.08262833,0.065268554,Needs Attention
4,305.06,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.06591315,0.114821486,0.18073463,Lost Causes
10,264.17,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.061203606,0.12107847,0.059874862,Sure Things
8,322.98,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.034437515,0.08276626,0.11720377,Lost Causes
1,212.54,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.009248078,0.16467543,0.1739235,Lost Causes
8,1115.93,1,1,1,Urban,Phone,Womens E-Mail,1,1,1,83.26,0.073360726,0.22096986,0.14760913,Sure Things
11,236.21,0,1,1,Urban,Phone,No E-Mail,0,1,0,0.0,0.027755696,0.06329684,0.035541143,Needs Attention
3,39.3,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.02234748,0.09224766,0.11459514,Lost Causes
3,80.42,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.09145762,0.22382638,0.13236876,Persuadables
10,103.07,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.10468555,0.15992431,0.05523876,Persuadables
1,535.16,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.08638981,0.25442192,0.16803211,Persuadables
3,29.99,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.0024257377,0.12036262,0.11793688,Needs Attention
8,164.79,1,0,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.022975236,0.109180205,0.08620497,Needs Attention
6,60.63,1,0,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.025150642,0.16607398,0.14092334,Needs Attention
1,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,-0.0054495633,0.20505296,0.21050252,Lost Causes
9,698.79,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.050046176,0.14683758,0.0967914,Sure Things
5,29.99,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.04536642,0.1397768,0.18514322,Lost Causes
11,134.98,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,-0.0079738945,0.13393873,0.14191262,Lost Causes
2,263.09,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.018383898,0.107359156,0.08897526,Needs Attention
9,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.027188282,0.08067322,0.053484935,Needs Attention
4,378.12,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,-0.040008098,0.1101888,0.1501969,Lost Causes
11,154.55,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.06301311,0.116424516,0.053411406,Sure Things
9,73.5,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.12727897,0.1506818,0.023402823,Persuadables
9,29.99,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.07179883,0.084766015,0.012967181,Sure Things
2,666.3,1,0,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.026203454,0.1462443,0.12004085,Needs Attention
7,38.82,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.017225295,0.0882432,0.071017906,Needs Attention
10,85.53,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.0083452165,0.09297495,0.08462974,Needs Attention
12,85.23,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.16428074,0.20471579,0.040435053,Persuadables
4,224.92,1,0,1,Rural,Multichannel,Womens E-Mail,1,1,0,0.0,-0.042419814,0.06701294,0.10943276,Lost Causes
1,501.02,0,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.08766292,0.17153297,0.08387005,Persuadables
9,103.78,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.18331242,0.2569689,0.07365647,Persuadables
2,523.63,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.04367985,0.11200555,0.0683257,Sure Things
10,29.99,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.004858561,0.03788047,0.04273903,Lost Causes
2,79.89,0,1,0,Surburban,Web,No E-Mail,0,1,0,0.0,0.056732014,0.24345404,0.18672203,Sure Things
2,228.51,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.07468805,0.21489018,0.14020213,Sure Things
1,264.07,1,0,0,Rural,Multichannel,No E-Mail,0,0,0,0.0,-0.07156627,0.16927518,0.24084145,Lost Causes
4,123.51,1,0,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,-0.055927165,0.10619258,0.16211975,Lost Causes
4,589.83,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.058151145,0.112679906,0.05452876,Sure Things
5,245.35,0,1,0,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.032654844,0.15444885,0.12179401,Needs Attention
11,29.99,1,0,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.016012512,0.0757954,0.059782885,Needs Attention
4,401.71,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.06997447,0.13388157,0.0639071,Sure Things
9,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.034527205,0.117299564,0.08277236,Needs Attention
2,309.27,1,0,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.022801772,0.16635273,0.14355096,Needs Attention
5,329.69,1,1,1,Surburban,Phone,No E-Mail,0,1,0,0.0,0.009804711,0.12383496,0.11403025,Needs Attention
9,445.0,1,0,1,Rural,Web,No E-Mail,0,0,0,0.0,0.018612914,0.13231152,0.11369861,Needs Attention
1,248.63,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.026761584,0.14730036,0.12053878,Needs Attention
12,44.13,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09199184,0.10579911,0.013807267,Persuadables
2,58.78,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.029019192,0.19592388,0.16690469,Needs Attention
6,284.88,1,0,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.005450368,0.14435112,0.13890076,Needs Attention
10,634.14,1,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.025799885,0.17853293,0.15273304,Needs Attention
7,491.87,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.007774517,0.21705689,0.20928237,Needs Attention
5,68.8,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.062088408,0.12493688,0.06284847,Sure Things
1,432.85,0,1,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.13334155,0.31256607,0.17922452,Persuadables
9,461.47,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.10517514,0.23069265,0.12551752,Persuadables
3,29.99,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.009378411,0.11529845,0.10592004,Needs Attention
1,879.5,0,1,1,Rural,Phone,Womens E-Mail,1,1,0,0.0,0.10432196,0.22909346,0.124771506,Persuadables
4,118.93,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.014273517,0.09964038,0.11391389,Lost Causes
8,178.0,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.10364611,0.20853423,0.10488812,Persuadables
8,517.96,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.03952253,0.12935543,0.0898329,Needs Attention
2,50.39,0,1,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.075559944,0.1968712,0.12131126,Sure Things
3,36.24,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.009016201,0.15825911,0.14924291,Needs Attention
4,29.99,1,0,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.021529213,0.19536303,0.17383382,Needs Attention
2,80.7,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.03633938,0.13514687,0.09880749,Needs Attention
7,494.43,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.021571718,0.10133868,0.07976696,Needs Attention
1,287.9,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.078700945,0.19290681,0.27160776,Lost Causes
1,323.98,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.080216974,0.21515056,0.13493359,Persuadables
3,39.3,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.020300426,0.103970245,0.08366982,Needs Attention
10,29.99,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.077986404,0.18809114,0.11010474,Sure Things
9,295.7,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.012117639,0.041121047,0.029003408,Needs Attention
10,30.19,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.055298768,0.0732013,0.017902533,Sure Things
10,140.77,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.052691706,0.067568704,0.014876997,Sure Things
10,349.84,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.03592453,0.14873406,0.11280953,Needs Attention
10,315.66,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.027826287,0.10417659,0.13200288,Lost Causes
10,29.99,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.056088354,0.102211796,0.04612344,Sure Things
1,29.99,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.08561677,0.17000453,0.084387764,Persuadables
10,206.79,1,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.123102404,0.19914551,0.07604311,Persuadables
10,29.99,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.045330502,0.08697757,0.04164707,Sure Things
5,208.33,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.022309251,0.10227782,0.124587074,Lost Causes
12,45.1,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.018990573,0.056829512,0.03783894,Needs Attention
11,29.99,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.049924597,0.067163296,0.017238697,Sure Things
2,457.84,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.0061282963,0.16700123,0.17312953,Lost Causes
7,209.15,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.010259315,0.17155685,0.16129753,Needs Attention
6,29.99,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.09217538,0.1431719,0.050996523,Persuadables
5,339.09,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.001167655,0.059946835,0.06111449,Lost Causes
10,193.77,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.02160491,0.097477935,0.119082846,Lost Causes
7,45.6,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.07123342,0.17859106,0.107357636,Sure Things
1,206.66,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.050527513,0.16093543,0.11040792,Sure Things
5,354.58,1,0,0,Urban,Web,No E-Mail,0,1,0,0.0,0.007686466,0.16799898,0.16031252,Needs Attention
2,134.15,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07282822,0.19143564,0.11860742,Sure Things
10,323.83,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.012641266,0.13927548,0.15191674,Lost Causes
4,361.94,1,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.04626867,0.20713443,0.16086575,Sure Things
12,89.21,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.18659273,0.30918804,0.1225953,Persuadables
4,201.24,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.008104622,0.10824174,0.11634636,Lost Causes
10,324.23,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.00408135,0.032997344,0.037078694,Lost Causes
9,84.54,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.121487446,0.18836892,0.06688147,Persuadables
7,413.2,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.020975724,0.15972336,0.13874763,Needs Attention
1,635.82,1,0,1,Rural,Multichannel,No E-Mail,0,0,0,0.0,-0.053077087,0.09681025,0.14988734,Lost Causes
9,82.26,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.04307487,0.13981874,0.096743874,Sure Things
5,407.55,0,1,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.12120632,0.24281645,0.12161013,Persuadables
10,286.18,1,0,0,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,-0.0022581816,0.12725458,0.12951276,Lost Causes
2,218.45,0,1,0,Rural,Web,Womens E-Mail,1,1,0,0.0,-0.10452911,0.22691062,0.33143973,Lost Causes
3,579.05,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.035623126,0.103141196,0.06751807,Needs Attention
10,201.07,1,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.122758724,0.20204216,0.07928344,Persuadables
10,207.27,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.009035051,0.0932831,0.08424805,Needs Attention
3,63.31,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.06877829,0.21309116,0.14431287,Sure Things
12,29.99,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.021915657,0.033265423,0.011349766,Needs Attention
4,162.21,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.024314195,0.15583731,0.13152312,Needs Attention
10,44.72,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.06140384,0.10699201,0.045588166,Sure Things
1,129.98,1,0,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.03410855,0.19895507,0.16484652,Needs Attention
9,127.47,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.08834955,0.13930964,0.050960094,Persuadables
12,175.45,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.015353724,0.13012981,0.11477609,Needs Attention
3,660.98,1,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.11181043,0.25278905,0.14097862,Persuadables
4,31.58,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.084497444,0.15040678,0.06590933,Persuadables
6,29.99,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.03274054,0.08194542,0.04920488,Needs Attention
2,720.48,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.053655766,0.14651372,0.09285795,Sure Things
7,63.14,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.03305904,0.059817806,0.026758768,Needs Attention
8,29.99,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.11328167,0.20312595,0.08984429,Persuadables
3,29.99,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.06985478,0.22427294,0.15441816,Sure Things
3,389.69,0,1,1,Urban,Phone,No E-Mail,0,1,0,0.0,0.07727104,0.15125115,0.073980115,Sure Things
9,142.36,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.019284353,0.082185954,0.0629016,Needs Attention
5,138.45,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.06647677,0.16453595,0.098059185,Sure Things
9,903.2,0,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.079412416,0.1362814,0.05686899,Persuadables
1,75.06,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.15909849,0.27816063,0.11906214,Persuadables
2,173.73,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.05869078,0.15287226,0.094181485,Sure Things
5,193.36,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.003857486,0.06180809,0.057950605,Needs Attention
2,219.18,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.0064785182,0.10569718,0.09921866,Needs Attention
3,415.17,1,0,0,Surburban,Multichannel,Womens E-Mail,1,1,0,0.0,0.015620545,0.17393433,0.15831378,Needs Attention
1,576.18,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.005828999,0.122836836,0.11700784,Needs Attention
10,134.53,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.05233747,0.10859454,0.056257065,Sure Things
4,362.62,0,1,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,-0.028190717,0.19705147,0.22524218,Lost Causes
10,468.48,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.004129559,0.17625703,0.18038659,Lost Causes
9,47.03,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.023410669,0.052900296,0.029489627,Needs Attention
1,265.66,1,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.14228903,0.2861327,0.14384367,Persuadables
1,55.88,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.054676875,0.18422183,0.12954496,Sure Things
4,544.2,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.035998367,0.10751416,0.07151579,Needs Attention
10,374.03,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.020573296,0.112651385,0.13322468,Lost Causes
10,91.97,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,-0.04979924,0.091052376,0.14085162,Lost Causes
2,195.57,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.04694593,0.22515365,0.17820773,Sure Things
6,112.89,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.048867233,0.07321833,0.0243511,Sure Things
5,29.99,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.122666955,0.25161952,0.12895256,Persuadables
10,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.026545875,0.081376165,0.05483029,Needs Attention
4,414.7,1,0,0,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,-0.018047288,0.14663722,0.1646845,Lost Causes
1,55.55,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,-0.013073325,0.14586414,0.15893747,Lost Causes
12,99.75,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.02787007,0.07429912,0.04642905,Needs Attention
1,88.47,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.1144183,0.27724594,0.16282764,Persuadables
12,66.71,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.049074993,0.090913445,0.041838452,Sure Things
11,29.99,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.05759196,0.07849591,0.02090395,Sure Things
11,107.78,1,0,1,Rural,Web,Womens E-Mail,1,1,0,0.0,0.007787399,0.13021742,0.12243002,Needs Attention
7,573.14,1,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.121770084,0.21201283,0.09024274,Persuadables
9,29.99,1,0,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.076396264,0.19608821,0.119691946,Sure Things
9,100.37,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.035427094,0.12942962,0.09400253,Needs Attention
2,764.86,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.039107315,0.1540356,0.11492828,Needs Attention
4,115.56,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.005635515,0.121913806,0.11627829,Needs Attention
2,696.06,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.11927734,0.23854506,0.11926772,Persuadables
7,29.99,0,1,0,Rural,Web,Womens E-Mail,1,0,0,0.0,0.05343485,0.24043478,0.18699993,Sure Things
11,120.68,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.021179639,0.122277424,0.101097785,Needs Attention
1,825.23,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.027672365,0.1412305,0.16890286,Lost Causes
6,433.08,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.097770624,0.1424353,0.044664674,Persuadables
9,106.61,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.012813047,0.12583928,0.11302623,Needs Attention
3,147.96,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.028690994,0.13835992,0.16705091,Lost Causes
5,29.99,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.122666955,0.25161952,0.12895256,Persuadables
8,1025.31,1,0,1,Surburban,Web,No E-Mail,0,1,0,0.0,-0.074268535,0.10359521,0.17786375,Lost Causes
3,54.2,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.08872318,0.21372269,0.12499951,Persuadables
5,57.56,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.016665824,0.11024216,0.093576334,Needs Attention
8,196.43,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.08553417,0.15943663,0.07390246,Persuadables
2,39.31,0,1,1,Surburban,Web,Womens E-Mail,1,1,1,499.0,0.049573258,0.14927946,0.0997062,Sure Things
9,29.99,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.07179883,0.084766015,0.012967181,Sure Things
2,415.23,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.075100705,0.21117985,0.13607915,Sure Things
1,575.27,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0769664,0.17173629,0.09476989,Sure Things
8,158.72,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.071968876,0.12161008,0.049641207,Sure Things
5,29.99,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.122666955,0.25161952,0.12895256,Persuadables
3,129.23,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.082357764,0.1259984,0.043640632,Persuadables
9,173.34,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.11082204,0.1221345,0.011312463,Persuadables
2,1460.65,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07617845,0.16006583,0.08388738,Sure Things
3,314.55,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.06573379,0.2159053,0.1501715,Sure Things
6,259.77,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.082348675,0.11807817,0.0357295,Persuadables
6,67.41,0,1,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.05865019,0.15505227,0.09640209,Sure Things
4,29.99,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.12694982,0.23965839,0.11270856,Persuadables
10,106.04,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.13984236,0.2282952,0.088452846,Persuadables
11,231.97,0,1,0,Urban,Multichannel,No E-Mail,0,1,0,0.0,-0.00087943673,0.116419524,0.11729896,Lost Causes
1,118.85,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.10346347,0.25156516,0.14810169,Persuadables
1,70.09,1,0,0,Surburban,Web,No E-Mail,0,0,0,0.0,-0.0054583997,0.16476564,0.17022404,Lost Causes
2,29.99,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.039902702,0.25992337,0.22002067,Needs Attention
10,266.89,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.039851807,0.1259614,0.086109586,Needs Attention
5,82.55,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.08931632,0.13808464,0.048768315,Persuadables
3,125.54,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.05956399,0.11844518,0.05888119,Sure Things
4,655.27,1,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.15761258,0.27321175,0.11559917,Persuadables
10,29.99,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.055298768,0.0732013,0.017902533,Sure Things
4,371.93,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.045740798,0.118369624,0.16411042,Lost Causes
3,188.45,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,-0.02740848,0.09997584,0.12738432,Lost Causes
5,143.23,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.010155417,0.10513546,0.11529088,Lost Causes
4,334.27,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.048576325,0.17475183,0.12617551,Sure Things
4,61.12,0,1,0,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.08544126,0.17627423,0.09083296,Persuadables
6,113.83,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.10353091,0.19477448,0.091243565,Persuadables
3,377.15,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.11072974,0.1545562,0.26528594,Lost Causes
7,301.43,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.05223252,0.19440135,0.14216883,Sure Things
9,29.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.09336957,0.1574179,0.06404832,Persuadables
6,104.88,1,0,0,Surburban,Web,Womens E-Mail,1,1,0,0.0,0.0052558035,0.12679942,0.121543616,Needs Attention
8,697.96,0,1,1,Rural,Multichannel,No E-Mail,0,0,0,0.0,0.09255302,0.17155714,0.079004124,Persuadables
6,322.17,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,-0.0050840303,0.1119765,0.11706053,Lost Causes
10,284.38,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.02978538,0.16426846,0.13448308,Needs Attention
8,60.71,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.010866784,0.07103255,0.08189933,Lost Causes
2,111.14,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.05829604,0.18256676,0.12427072,Sure Things
